Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
23bPMFli0hbU9M9BL2EQJD,6DS6uiPxL0Sardq5cfls4O,77,77,nkei,29/10/2021,272432,18,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.586,0.101,7,-14.066,1,0.0378,0.744,0.000169,0.346,0.339,147.412,3
2W5ZlofKCXTrDKLjvxgGw0,0uqUzyDhs3Ujb5DWDvwiOW,Best Friend,Best Friend,Blush,29/10/2021,142334,19,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,chill dream pop,0.389,0.799,2,-7.615,1,0.0387,0.0000119,0.916,0.182,0.447,135.003,4
1jRou5PcZqx7MkVyOxZ4y5,2HXfSr5CfTPZbcqS2gyGYm,MIKE,MIKE,Yung Raja,22/10/2021,156176,15,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean hip hop,0.798,0.482,11,-7.345,1,0.0404,0.0252,0.00208,0.142,0.303,136.002,4
4PXP6aDc45EsAEwXsQKpOH,"1bVtaLqLAXTmZZpzNYwaSy,5SHYzihs8WKAP0qxcCgtDl",Berapa,Berapa,"Soul Dot,Akeem Jahat",22/10/2021,159000,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"malay rap,malaysian hip hop",0.804,0.654,6,-9.795,0,0.13,0.079,0.00000119,0.489,0.834,100.028,4
3WbHsfnKTIpte7B14whqjF,7zrkFhYAp6dBxsydmJkouN,the boy,the boy,lullaboy,22/10/2021,216530,43,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.456,0.313,10,-12.168,1,0.0309,0.841,0.00000974,0.121,0.37,173.742,4
2sakcKu2Rq8eYJavjr7iLf,"1fQk4DNRfj70qf362wV8GQ,5Iyx1kSKoYvJz0gCrsFLW6",aware (reimagined),aware (reimagined),"Dominic Chin,Marian Carmel",22/10/2021,192000,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean electronic,singaporean singer-songwriter",0.773,0.267,9,-11.771,0,0.0543,0.842,0,0.136,0.68,107.111,4
3lPLsch3oh0gtpqIxcL2Xj,7B8KnVQagDmtPDS2vU3An2,The Irony,The Irony,IMAN,16/10/2021,254500,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.428,0.951,9,-4.323,1,0.0653,0.000409,0.0000187,0.153,0.308,95.14,4
40zaXLt9MjCJoVgIKQ0pCE,0WkO6vRNHwdCiW2Zirn4Th,Yet,Yet,The Colour Fool,22/10/2021,206818,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.575,0.502,2,-8.003,1,0.0262,0.541,0.00127,0.166,0.14,132.083,4
0eyL8CFFh2hTpUB4LEV4wb,6sGzLUKd2Er4uTZ8m2izVj,Had It Better,Had It Better,Firwan Johan,22/10/2021,164749,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean hip hop,0.561,0.537,7,-6.17,0,0.0479,0.25,0,0.1,0.262,139.838,4
66bohhST9QlBZHnC7iqa1m,"5VJEmiTk1xkj60ts3ZmoHf,3hzkGIJ8l5mkn2L7XhSCxW",Change Your Mind,Change Your Mind,"Cravism,Maya Diegel",22/10/2021,156258,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.76,0.551,0,-7.026,1,0.166,0.233,0,0.113,0.687,105.982,4
1fF53MjV4RCKZt9CvOnERF,0XaKTTVvegITqWH3AW1DeD,Turbulence,About Me,Amanda Ong,22/10/2021,193000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean indie,singaporean singer-songwriter",0.695,0.313,0,-10.021,1,0.0542,0.614,0,0.19,0.52,100.108,4
19CGkX2RBcvPxrqbSn6HHJ,6fzB3myUVKUDnUriIReh26,Skinny,Skinny,Sio Lubis,21/10/2021,195000,2,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.821,0.488,1,-10.529,0,0.0373,0.0543,0.00211,0.109,0.617,119.975,4
1owDrtFbH0V0X2OfgvDXfQ,6pfmrPAgSkSRCZXAkbkGyb,All Our Time,All Our Time,Coming Up Roses,22/10/2021,308000,5,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean indie,0.433,0.781,2,-4.914,1,0.0373,0.218,0.174,0.219,0.367,144.988,4
3YNneCKFPU2kSMxYO9eeik,1e9LvHRwijxP1skfZLnD9g,Call Her Home,Call Her Home,Jeremy Chua,22/10/2021,194518,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.794,0.213,0,-16.892,1,0.0373,0.823,0.189,0.115,0.0717,118.017,4
2RJHxyP1GgTczu5Mfxb96n,"7xSooJrmN6ykTpgTkqymub,3wZoYAo1C8Zpa5KWvdcQjW",Change,Change,"Shirley Ho,K""oss Tha Intellect""",22/10/2021,214517,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.609,0.59,6,-9.212,0,0.426,0.689,0,0.902,0.565,91.095,4
36ibjANovvUo60xwamxLt7,1aqEk77J220IxgnGsgEz9T,notgonnalie,notgonnalie,Shye,15/10/2021,170156,10,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.609,0.5,0,-13.246,0,0.0874,0.00798,0.000024,0.105,0.703,128.127,4
1zTH51dGFgmP4CeNa3cFFr,"7lZauDnRoAC3kmaYae2opv,41DKMtAnhVo7aDeluAHDJg",Again,Between Broken,"Dabin,MYRNE",15/10/2021,196738,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"canadian electronic,melodic dubstep,pop edm,future bass,gaming edm,singaporean electronic,singaporean pop,vapor twitch",0.541,0.71,7,-4.867,1,0.0349,0.0465,0.0000036,0.115,0.232,110.914,4
62nSMJi40NybEgeRjuGwps,18G699wFEzXLGHsgsDZyYj,IDWBTW - stripped,IDWBTW - stripped,Marcus Lee,10/10/2021,168308,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean singer-songwriter,0.455,0.269,2,-8.978,1,0.0448,0.741,0,0.135,0.653,174.129,4
3Eyxdb616hFs6RvXSMijws,5IIP34JBy1d8kBYlAGnRaW,Faith,Faith,Linying,14/10/2021,188817,32,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean pop,singaporean singer-songwriter",0.822,0.427,11,-7.566,0,0.0837,0.41,0.00164,0.146,0.392,140.058,4
4SUKFmVhTP2KimahGFPDPe,0CSvPQ4Atj6NEcmymnbx7B,Rising Tides,Rising Tides,Reinaeiry,15/10/2021,170950,21,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.473,0.0439,9,-16.327,0,0.0593,0.929,0.0000021,0.103,0.168,125.554,4
3KtRKnbbn2Kuij0BT2fXoE,"1gImDIQMDSpY9JqQihMlcz,51BliGAyfekzswIpIiH2Bo",UNDER,UNDER,"Feez.,YHB Sleepsalot",15/10/2021,179750,10,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"malay rap,singaporean hip hop",0.765,0.536,5,-9.513,0,0.106,0.296,0,0.266,0.541,120.015,4
6oFFjz1MwyU3qtaXnyqQ8X,"0n1n8JVg3vec8svJHivjnf,330A2O2MYF4bWFjwM5PJ4z",Summertime,Summertime,"Dru Chen,Rangga Jones",15/10/2021,158117,28,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean pop,bedroom r&b",0.626,0.548,9,-8.735,1,0.0559,0.296,0,0.129,0.587,84.893,4
1mYxF83AZ9IPsp8mrf8gFM,4PqeHxPLqzI2yCNerkPrES,LTAL,LTAL,Khally,15/10/2021,212093,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.693,0.477,9,-8.911,0,0.202,0.157,0.0133,0.0507,0.572,85.921,4
7sAzkiqwU5mbJiYWXfjnxQ,2RwAIk2n6gC2777BCJ6Ch3,Dreamboat,Teenage Textbook: The Series (Original TV Series Soundtrack),Gabby,11/10/2021,143400,2,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.495,0.0876,9,-17.475,1,0.0896,0.878,0,0.108,0.232,201.883,4
0nxdNDhO2RGSuFHc3VTzw8,6rsFZAAYvwZpvwAxLdoxsp,Illusion,Illusion,HANA R.,15/10/2021,215795,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.664,0.447,5,-8.691,0,0.0526,0.0928,0.474,0.111,0.219,105.036,4
0NLbAIOnMRAvGdQarXeOlT,"1569hvm0IW3DHOfruYP2lM,1R2OPNS7EkGLKcDjyGnpEu",Six Feet Under,Six Feet Under,"Robbie Rosen,Foxela",15/10/2021,144390,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean electronic,singaporean pop",0.703,0.612,5,-9.663,1,0.201,0.0592,0,0.117,0.302,122.988,4
2Y1J7s7I6hGm9vTjenAGuD,6ugRGLIWSHusjCas08bxXr,Trophy,Trophy,Kevin Brendan,15/10/2021,155076,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.649,0.424,8,-13.123,1,0.0396,0.206,0,0.133,0.351,130.071,4
5zGmDtOQusEeKHr0pbWBgV,5CNHIyCLT2jMGpO3re7Mjf,Bind,Bind,Saints Amongst Sinners,14/10/2021,264886,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean indie,0.144,0.824,2,-7.848,1,0.0585,0.0000643,0.811,0.568,0.3,140.453,4
14oDEXVMl9eM8LytSEdqUw,"5EdTcCnecu4gcvXdZHqsfq,1iQWokgeROUSPQ8L39ycdh,0eT8TvAIbIRAJ7YoUVbCCP,2sl3SCjyATH6D77jVD1v8Y",The Constant,The Constant,"Wovensound,Ihasamic!,Sreshya,ZFRL",15/10/2021,154666,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean hip hop,0.554,0.577,6,-8.635,0,0.11,0.206,0.00000737,0.0535,0.196,90.022,4
2X2Qqr7oRqkRwNZfwFbcRL,1WZarnZpWEv7dDtjAETt4X,Don't Be So Hard on Your Own Beauty,Don't Be So Hard on Your Own Beauty,yeule,7/10/2021,192254,29,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"ambient pop,hyper-rock",0.464,0.435,3,-6.432,1,0.0258,0.682,0,0.13,0.19,78.969,4
5asHcjA7UNpEV4aZLrPoED,7pOhEqKcqQyyKSxj8mmRKI,Remember,Remember,MICappella,8/10/2021,188145,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean mandopop,0.677,0.355,9,-9.23,0,0.0554,0.168,0.000276,0.125,0.489,79.994,4
6HIPq23GvV0yHSG5Ij5RX3,1aqhiunipMdTly6kvb6w8p,Defeated,Defeated,dolltr!ck,8/10/2021,201000,7,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean electronic,0.535,0.626,11,-6.264,0,0.0338,0.794,0.000162,0.252,0.457,126.995,4
1lxbibj0HF9PQstj2xB59o,"4H2LCOgpByIV4Xz92AQXJg,1R2OPNS7EkGLKcDjyGnpEu",Pray For Me (Foxela Remix),Pray for Me (Foxela Remix),"Kristin Husøy,Foxela",8/10/2021,143225,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"talentkonkurranse,singaporean electronic,singaporean pop",0.745,0.608,1,-9.637,0,0.172,0.022,0,0.104,0.301,123.977,4
7qCBEqdP91cQ0lwUhfgakG,2C91C1WxBfHNUqNvpijmd1,Bubble Tea,Everything's Okay,Floral Sky,8/10/2021,278605,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.184,0.508,9,-10.376,1,0.0319,0.00118,0.0136,0.12,0.346,95.073,4
6ogveZjRkXQcUjcdFyVlul,"0leX5B96n67GDEQDfR2boJ,1QG9pJRvxU3zU3DBWlxhXe",deceive me,deceive me,"Killmeslow,Shahrizal",8/10/2021,150937,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean hip hop,0.479,0.835,7,-6.353,1,0.0591,0.045,0.0000922,0.421,0.154,180.14,4
4OdM3UY6CtkSSVAdoglm2M,6Qyyfa0rATJXEpCQcfDosZ,Ever Let Go,Ever Let Go,Reggie Pryor,8/10/2021,217187,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.614,0.331,7,-14.742,1,0.0316,0.405,0.0322,0.386,0.234,100.034,4
2Chtl0XCKdsW9rpUDyvTNY,"0vVxjtPEFg8rqZ1cSCja7v,5EBXgHAwzFHCiJc3Gh5LNT",Excuse Me (What's the Time?),Excuse Me (What's the Time?),"Houg,Fontana Folle",8/10/2021,216250,10,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,australian r&b,0.755,0.549,4,-10.97,0,0.0513,0.0102,0.00509,0.162,0.679,110.028,4
2nzLFi8DCXzcezc4aAmDBT,"7cbzxNo9pZbc3OBmIEzK6I,3OgaUpmzmx4xLyszJpjWvK",Gerhana,Gerhana,"Rahmat Damansari,Aisha Ayesha",8/10/2021,166105,11,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.641,0.412,7,-12.338,0,0.0783,0.736,0.0000935,0.127,0.414,126.594,5
16FGUMyTeEdhWnWG8i8lBA,31feOFDWzpOFbZvZjh8D7o,coffee at midnight,coffee at midnight,JENE,8/10/2021,214541,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.446,0.448,0,-10.514,1,0.0519,0.0591,0,0.246,0.325,160.035,4
6nncxUNqmjBEFJchvPEbwO,"283bzgqvIOHd11NkNu9AQF,4OPRsHjovZjm2VbK3CI8fg",You Were Right,You Were Right,"Doppelgangerz,Lockshire",8/10/2021,210491,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean electronic,0.669,0.525,0,-13.356,0,0.0671,0.493,0.447,0.0987,0.202,182.997,3
7u9v35EFgZJgzgFlUm6MoY,7fwPJniDEJ1ld3lzqZhs1D,Runaway,The Distance Between Us,The New Modern Lights,8/10/2021,258217,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean indie,0.468,0.849,4,-5.531,1,0.0328,0.428,0.139,0.331,0.749,138.982,4
7bt7LdyhL4BNWiEA3kkTyL,1FmEDuVKDlWAt1LHIMdyv9,Reminisce,Reminisce,Lionel Quek,8/10/2021,225145,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.549,0.428,1,-13.582,0,0.0337,0.00824,0,0.13,0.344,102.91,4
1F4TcsDSvLjQAcHjYnQc6I,6c1u600RDEI7q01PWBHrxb,Cruisin,Cruisin,Venus Landing,7/10/2021,230000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.692,0.471,6,-13.618,0,0.0404,0.75,0.00195,0.117,0.842,152.003,4
4dBQ4jy7RTR5fKS2a1h5me,"3bFPiEQGWfoQ3qVmlldINL,7DOJeU8k34aMTZl014gcEC,53GouHDfCfsBJIn1OjYmPO",I Want My Bubble Tea,I Want My Bubble Tea,"The Ann & Ben Show,Annette Lee,Benjamin Kheng",1/10/2021,204800,15,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean singer-songwriter,singaporean pop",0.584,0.726,2,-6.605,1,0.368,0.0322,0,0.104,0.366,149.601,4
2Zv9TY8e1EGRluqujUvoDX,4jGPdu95icCKVF31CcFKbS,You're My Superhero,You're My Superhero,Gentle Bones,1/10/2021,150662,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.695,0.559,3,-8.319,1,0.0419,0.293,0.000211,0.176,0.652,128.692,5
3zhPchuQCXAPpdkVnR1dfZ,3vYlOrtxEjNzvUPhacOdoV,Passive Aggressive,Passive Aggressive,ShiGGa Shay,1/10/2021,189786,4,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean hip hop,singaporean pop",0.808,0.688,1,-6.07,1,0.216,0.227,0.0000125,0.212,0.627,102.992,4
5rnN4ic2ZqPHOYIt38ZQes,"75Rf39N3uKbhTpTtTeDnVh,5Y0QoftWCtmdRgbtDQVbvm",Fresh Eyes (Bonus Version),Mise En Place,"Deliciious,CHEWY",1/10/2021,192000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.769,0.26,2,-11.272,0,0.121,0.499,0.159,0.537,0.0977,117.586,4
4geP6KQzst4ETo3SPMaCiV,"2lP0iXobpSDobEhi2eI4eP,0bFyd1ptUSFAfhQOpLt9g1",無源之愛,無源之愛,"Soph T.,Jason Yu",1/10/2021,161088,11,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean singer-songwriter,0.624,0.544,9,-8.446,1,0.0444,0.578,0.00000815,0.0967,0.476,157.957,4
4HqdrhdEZPxzEIdZKVBLdX,55xVPquXFuGsZjvx4i68GZ,Afterglow,Afterglow,Keyana,1/10/2021,181000,13,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.56,0.509,6,-7.12,1,0.0457,0.598,0,0.174,0.607,124.463,4
2pAGybTOu22959UukwWN2W,6TKGfGsdJUjkGvCoNkZmPT,永远的回忆,永远的回忆,YAN,1/10/2021,191509,2,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.573,0.236,1,-16.274,1,0.0321,0.556,0,0.0914,0.158,79.972,4
5pE5vrAjmVLn5uesvJFyXL,0n1n8JVg3vec8svJHivjnf,Lost,Lost,Dru Chen,1/10/2021,173045,5,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.607,0.392,7,-8.081,1,0.0271,0.71,0,0.092,0.518,109.785,4
52mKGhgm1VQiGIkos3EFY6,5Iyx1kSKoYvJz0gCrsFLW6,Pause + Reset,Pause + Reset,Marian Carmel,1/10/2021,193548,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean singer-songwriter,0.661,0.365,7,-10.168,1,0.0738,0.786,0,0.099,0.377,93.307,3
6bSTM6DOejkieA39AkVb8X,"5VJEmiTk1xkj60ts3ZmoHf,3hzkGIJ8l5mkn2L7XhSCxW",Hard Shoes,Hard Shoes,"Cravism,Maya Diegel",1/10/2021,175107,29,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.484,0.196,7,-11.414,0,0.0752,0.845,0,0.114,0.36,161.65,3
6oyTVTn4cw99PgB9D017ML,"0Ol24S8t37pM6BEp8gaIP3,0Q4E5MxwF7eQoizTpAxixD",Say,Say,"1.FAM,MAYA RAISHA",25/9/2021,262027,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.557,0.516,1,-11.991,1,0.0407,0.563,0.00316,0.114,0.306,122.037,4
4d9DgnnAbTKumsm7iickdi,"7mc37Uyetmxgzq7nOKGiAI,7en6B2DNfQfMx9LmFAj7j5",Looking For You,Looking For You,"Caspar,Ines Lavigne",1/10/2021,215389,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.61,0.523,0,-10.367,0,0.401,0.599,0.000005,0.0752,0.336,96.978,4
597ppuxOguNFKi6UyVm5Hf,5CNHIyCLT2jMGpO3re7Mjf,Wondering,Wondering,Saints Amongst Sinners,30/9/2021,176138,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean indie,0.43,0.743,6,-9.428,0,0.0333,0.00402,0.542,0.0891,0.57,128.271,4
5c1tswRpjj7Fyv9xb5a8RJ,330A2O2MYF4bWFjwM5PJ4z,confidence in me,confidence in me,Rangga Jones,1/10/2021,162151,56,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"bedroom r&b,singaporean pop",0.586,0.501,4,-8.519,1,0.0908,0.0874,0,0.0899,0.342,79.366,4
0R9jT2eznRItzbPmEuiiIc,7N0ijK2I381iQthgmhWVkA,Grass Field - Derick.T Remix,Grass Field (Derick.T Remix),Thaddeus Lin,29/9/2021,207500,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.505,0.264,10,-14.251,1,0.0328,0.201,0.00255,0.0869,0.0899,96.023,4
4S1Rlj8wuGVIElPeannrpB,"2yiBfVOtpYhUvaLssaRUC5,7I5GG7zNlMBMwVdO3FuUWg",unwind,unwind,"Altoduo,Ridz Razali",1/10/2021,189000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.535,0.455,1,-12.158,0,0.0409,0.0674,0.853,0.147,0.547,124.938,1
7s4BaxVEgSYYicTtBgQ56R,6mMJDxiVWqvoTiK04cWYcD,失去,失去,The Passerbys 路人甲,1/10/2021,249411,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.516,0.821,4,-7.046,0,0.0803,0.187,0.0000066,0.109,0.698,143.706,4
7l5cj7g9WjFhgV68FtR5hG,7G7I02yeiNBx3WwKYWlpaA,Till the end of time,Till the end of time,Odelia Rei,1/10/2021,240783,5,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.494,0.333,11,-14.666,1,0.0291,0.929,0.0861,0.111,0.0662,129.929,4
5vIusZ7JzkvyI8o527HTgq,"4wC8I3PvfGxCQhow7rZW3U,4DBXSxqzYS9jcuOpkn0Mh4,237vmjKXOc0nwXk4vpl89F,1kjkddXmDG9vdt7P8lwYUd,1iMrOH0i97rpeG1r6pZFxz",West Side Story,West Side Story,"HOMETOWN HEROES,Aisyah Aziz,Haven,Joie Tan,RIIDEM",24/9/2021,156000,4,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean pop,0.636,0.54,11,-8.55,0,0.414,0.0634,0,0.196,0.431,132.828,5
1soMviedrsvGlBusTiMoHL,3ZYC5DuefIg4HuAAU5YBU4,With You,With You,Calvert Tay,24/9/2021,237994,2,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.645,0.674,7,-6.385,1,0.0449,0.05,0.0000131,0.174,0.264,89.998,4
703wOhFGgEFiAsQkWvchq2,6uxDuPWsZwqC5tLhmoaAFZ,Utopia Reimagined: 第一章,Utopia Reimagined: 第一章,Joanna Dong,24/9/2021,254047,7,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"jazz pop,singaporean mandopop,singaporean pop",0.391,0.292,1,-13.715,0,0.0411,0.919,0.71,0.109,0.065,75.184,4
0O1EzpVmF1tSyAZUOYK77F,3epKmTu8QPqArqY6gEVfyS,从没想过,从没想过,Alfred Sim,24/9/2021,212091,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"mandopop,singaporean mandopop",0.36,0.419,10,-10.34,1,0.038,0.768,0,0.166,0.241,138.973,4
1BrB7PB1sOwaVZsrLaWInN,"2XBiI8PjCnjJ3XKWtiKcvc,5YPCpDIPOY4WqY9Bqdw4Uc",your love,your love,"brb.,Jimmy Brown",24/9/2021,155923,50,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"bedroom r&b,singaporean pop",0.63,0.568,5,-9.051,0,0.0695,0.0658,0,0.102,0.785,157,4
1APivFUnNFar543TjRu3C9,6nRhwtv2bwuDvPijPCjcie,Dijangka,Dijangka / Matahari,Subsonic Eye,24/9/2021,156165,16,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"5th wave emo,singaporean indie",0.562,0.744,4,-5.298,1,0.0327,0.0128,0,0.216,0.695,118.002,4
1lb01o5sFcFASo9egfRBA1,5ejbZdon0riCxa7GyJNEAx,仙人掌,仙人掌,OHMYMEITING,24/9/2021,242832,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean mandopop,taiwan pop",0.507,0.466,11,-7.558,0,0.0712,0.721,0,0.364,0.258,143.687,4
35Kn2EPf5RXNFX1wbDcffg,"1fQk4DNRfj70qf362wV8GQ,6Ol8MzcK4ARqC8cTJbFxAw",better (reimagined),better (reimagined),"Dominic Chin,Sherman Zhuo",24/9/2021,209999,11,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean electronic,chinese r&b",0.479,0.202,4,-12.389,1,0.0411,0.879,0,0.0967,0.469,169.015,4
1sWjVZCAGP7sYWt2dZjYov,3ygc1oTHrBtSgs8vDvx1Oo,KNOW ABOUT IT,KNOW ABOUT IT,AE$OP CA$H,24/9/2021,138666,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean hip hop,singaporean pop",0.895,0.635,3,-6.911,0,0.0543,0.208,0,0.312,0.96,135.094,4
4ULeld3M70hEI71uGIOTKS,600YKDJz73aFwVOtsXiUn8,Living With Ghosts,Living With Ghosts,W. Y. Huang,23/9/2021,229169,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,singaporean electronic,0.512,0.231,6,-11.503,1,0.0305,0.908,0.0559,0.11,0.155,142.668,4
1nwH5I7aHr8PuP3VqWxlMM,5kA8bovz1xGeNSZ2pjc2du,Wanderlust,Wanderlust,Kartik Kuna,24/9/2021,179326,4,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.816,0.775,4,-7.36,0,0.25,0.273,0,0.509,0.886,105.022,4
4cFS9AtNYKPToQnv8ySETV,5rcLCwYklw9L42nKwnaYGj,Her,Her,Lara Danani,22/9/2021,171520,1,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.499,0.00388,1,-39.762,1,0.0396,0.942,0.0994,0.0889,0.0754,69.972,4
3bbkH6jM09mNHeMhMhsT2k,"1R2OPNS7EkGLKcDjyGnpEu,3uLJBSSR9EkURmE1B43RW2",Don't Rush,Don't Rush,"Foxela,Jukis",24/9/2021,143040,3,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,"singaporean electronic,singaporean pop",0.709,0.713,4,-11.714,0,0.0617,0.0161,0.000167,0.675,0.0379,124.954,4
1ZpUGK0WYQn2DBVcA17osL,0i0NT52M2GiIRZeRX6cJCX,Time Machine,Time Machine,Shannon Yap,18/9/2021,328000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.604,0.514,0,-9.119,0,0.0288,0.772,0.00000245,0.213,0.244,95.04,4
0QWcbk9OIzP0H1UxFbWWma,"2UmRsKs3cKEFisJZwXEjlb,3CjuOq8zcUvBn0CSWu5CKC",WASTE OF TIME.,WASTE OF TIME.,"aküma,Jovan Lee",23/9/2021,228600,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.58,0.721,5,-8.256,0,0.0961,0.31,0.00000114,0.111,0.177,168.183,4
763VWY9O0RdBj2SR9nA5pn,5IZqadxCApUYPcTlf8ZnYS,In The Dark,In The Dark,Stanley Seet,20/9/2021,204000,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.559,0.283,7,-14.843,1,0.0294,0.669,0.0158,0.0876,0.0894,85.015,4
38LfSTpQclJHThCMzhznGh,2XPiyPlUq8WPaIvlM6tLXD,Jimmy,Not As Good A Fisherman As Brock Lensar Is A Man,Carpet Golf,19/9/2021,75553,11,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.524,0.258,5,-11.524,1,0.0292,0.828,0.0136,0.13,0.335,130.113,4
2qOqaVAZaepKaRl7FQcyFZ,3vG1kdezHeNsa8SYS41xrE,Where's Your Heart?,What's Yours and Mine,The Oddfellows,24/9/2021,189416,4,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.584,0.551,7,-11.356,1,0.0517,0.0285,0,0.0479,0.579,118.047,4
1kNiYeYWlurAQVjb5dSPLt,"2L2In1jbYcXVTLSg94Kjre,5AJbf2lba229GCQzavyYOY",Take Me There,Take Me There,"Dudes in Parachutes,Azli",24/9/2021,237272,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.456,0.336,0,-13.901,1,0.0439,0.636,0.00399,0.1,0.0747,76.2,3
55atZbstUDbjUysBhgoyvp,1uIhAzc0iASt7q1hVV9d3K,Last Letter,Last Letter,Cheryl Cecilia,24/9/2021,263183,0,spotify:user:bandwagonapp,2022-05-27T07:23:47Z,,0.641,0.465,0,-6.549,1,0.0255,0.785,0.000105,0.126,0.263,136.014,4
